mineral_name,strunz_number
Amblygonite,08.BB.05
Amblygonite,08.BB.05
Amblygonite,08.BB.05
Amblygonite,08.BB.05
Amblygonite,08.BB.05
Amblygonite,08.BB.05
Amblygonite,08.BB.05
Wagnerite,08.BB.15
Wagnerite,08.BB.15
Wagnerite,08.BB.15
Dolomite,05.AB.10
Dolomite,05.AB.10
Garniérite DISC???,
Ludwigite,06.AB.30
Gypse,
Tourmaline,
Stilbite,09.GE.10
Stilbite,09.GE.10
Sellaite,03.AB.15
Gypse,
Natrolite,09.GA.05
Scheelite,07.GA.05
Stibiconite,04.DH.20
Chalcanthite,07.CB.20
Quartz,04.DA.05
Dolomite,05.AB.10
Apatite,08.BN.05
Garniérite DISC???,
Tinzenite,09.BD.20
Orthose,
Orthose,
Alstonite,05.AB.35
Hornblende,
Actinote,
Analcime,09.GB.05
Analcime,09.GB.05
Andalousite,
Andalousite,
Anglésite,07.AD.35
Apophyllite,09.EA.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Argentite,02.BA.30a
Antimoine,01.CA.05
Axinite,09.BD.20
Azurite,05.BA.05
Azurite,05.BA.05
Azurite,05.BA.05
Azurite,05.BA.05
Azurite,05.BA.05
Barytine,
Barytine,
Sphalérite,02.CB.05a
Bornite,02.BA.10
Silex,
Calcite,05.AB.05
Calcite,05.AB.05
Calomel,03.AA.30
Hématite,04.CB.05
Célestine,07.AD.35
Célestine,07.AD.35
Chondrodite,09.AF.45
Cobaltine,
Corindon,
Corindon,
Cuivre natif,
Cuprite,04.AA.10
Andradite,09.AD.25
Actinote,
Diopside,09.DA.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Epidote,09.BG.05a
Actinote,
Epidote,09.BG.05a
Epidote,09.BG.05a
Epidote,09.BG.05a
Epidote,09.BG.05a
Grossulaire,
Fluorite,
Fluorite,
Fluorite,
Fluorite,
Fluorite,03.AB.25
Galène,
Galène,
Goethite,04.FD.10
Andradite,09.AD.25
Gypse,
Gypse,
Harmotome,09.GC.10
Hématite,04.CB.05
Hématite,04.CB.05
Grossulaire,
Hydromagnésite,05.DA.05
Kaolinite,09.ED.05
Leucite,09.GB.05
Magnétite,04.BB.05
Malachite,05.BA.10
Microcline,09.FA.30
Arsenopyrite,02.EB.20
Molybdénite,02.EA.30
Muscovite,09.EC.15
Natrolite,09.GA.05
Clinochlore P,
Clinochlore P,
Psilomélane,
Pyrite,02.EB.05a
Diopside,09.DA.15
Pyrite ,
Pyromorphite,08.BN.05
Pyrope,09.AD.25
Pyrophyllite,09.EC.10
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Soufre,01.CC.05
Soufre,01.CC.05
Stephanite,02.GB.10
Stilbite,09.GE.10
Stilbite,09.GE.10
Stilbite,09.GE.10
Talc,09.EC.05
Tellure,01.CC.10
Tétraèdrite,
Topaze,
Topaze,
Vésuvianite,09.BG.35
Aluminite,07.DC.05
Zoisite,09.BG.10
Pyromorphite,08.BN.05
Goethite,04.FD.10
Augite,09.DA.15
Galène,
Epidote,09.BG.05a
Chalcopyrite,02.CB.10a
Tennantite,02.GB.05
Calcédoine,
Ambre,
Bismuth,01.CA.05
Wagnerite,08.BB.15
Wagnerite,08.BB.15
Wagnerite,08.BB.15
Wagnerite,08.BB.15
Wagnerite,08.BB.15
Triplite,08.BB.10
Triplite,08.BB.10
Triplite,08.BB.10
Triplite,08.BB.10
Triplite,08.BB.10
Triplite,08.BB.10
Wolfeite,08.BB.15
Sarkinite,08.BB.15
Sarkinite,08.BB.15
Libethenite,08.BB.30
Libethenite,08.BB.30
Libethenite,08.BB.30
Libethenite,08.BB.30
Libethenite,08.BB.30
Libethenite,08.BB.30
Libethenite,08.BB.30
Olivénite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Olivenite,08.BB.30
Adamite,08.BB.30
Adamite,08.BB.30
Adamite,08.BB.30
Adamite,08.BB.30
Adamite,08.BB.30
Adamite,08.BB.30
Adamite,08.BB.30
Cobalto-Adamite,
Cupro-Adamite,
Tarbuttite,08.BB.35
Tarbuttite,08.BB.35
Tarbuttite,08.BB.35
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Lazulite,08.BB.40
Barbosalite,08.BB.40
Dufrenite,08.DK.15
Dufrenite,08.DK.15
Dufrenite,08.DK.15
Dufrenite,08.DK.15
Dufrenite,08.DK.15
Dufrenite,08.DK.15
Dufrenite,08.DK.15
Rockbridgeite,08.BC.10
Pseudomalachite,08.BD.05
Pseudomalachite,08.BD.05
Pseudomalachite,08.BD.05
Pseudomalachite,08.BD.05
Pseudomalachite,08.BD.05
Pseudomalachite,08.BD.05
Pseudomalachite,08.BD.05
Pseudomalachite,08.BD.05
Cornwallite,08.BD.05
Cornubite,08.BD.30
Augelite,08.BE.05
Augelite,08.BE.05
Cornetite,08.BE.15
Cornetite,08.BE.15
Cornetite,08.BE.15
Cornetite,08.BE.15
Cornetite,08.BE.15
Cornetite,08.BE.15
Cornetite,08.BE.15
Clinoclase,08.BE.20
Clinoclase,08.BE.20
Conichalcite,08.BH.35
Conichalcite,08.BH.35
Clinoclase,08.BE.20
Allactite,08.BE.30
Synadelphite,08.BE.50
Hematolite,08.BE.45
Durangite,08.BH.10
Plomb natif,
Torbernite,08.EB.05
Austinite,08.BH.35
Austinite,08.BH.35
Conichalcite,08.BH.35
Duftite,08.BH.35
Tangeite,08.BH.35
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Descloizite,08.BH.40
Mottramite,08.BH.40
Mottramite,08.BH.40
Mottramite,08.BH.40
Vuagnatite,09.AG.60
Austinite B,
Brazilianite,08.BK.05
Brazilianite,08.BK.05
Brazilianite,08.BK.05
Brazilianite,08.BK.05
Brazilianite,08.BK.05
Cafarsite,04.JC.05
Carminite,08.BH.30
Carminite,08.BH.30
Bayldonite,08.BH.45
Vésigniéite,08.BH.45
Vésigniéite,08.BH.45
Apatite,08.BN.05
Goyazite,08.BL.10
Goyazite,08.BL.10
Goyazite,08.BL.10
Goyazite,08.BL.10
Goyazite,08.BL.10
Plumbogummite,08.BL.10
Dussertite,08.BL.10
Apatite = Groupe,
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Réalgar,02.FA.15a
Fluorapatite,
Carbonate-fluorapatite,08.BN.05
Carbonate-fluorapatite,08.BN.05
Carbonate-(fluor)apatite,
Ellestadite-(OH),
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Pyromorphite,08.BN.05
Mimetite,08.BN.05
Mimetite,08.BN.05
Mimetite,08.BN.05
Mimetite,08.BN.05
Mimetite,08.BN.05
Mimetite,08.BN.05
Mimetite,08.BN.05
Mimetite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Vanadinite,08.BN.05
Carbonate-hydroxylapatite,08.BN.05
Apatite,08.BN.05
Apatite,08.BN.05
Fermorite,08.BN.05
Mimétite,08.BN.05
Hedyphane,08.BN.05
Hedyphane,08.BN.05
Vanadinite As,
Vanadinite As,
Vanadinite As,
Atelestite,08.BO.15
Hureaulite,08.CB.10
Hureaulite,08.CB.10
Hureaulite,08.CB.10
Scholzite,08.CA.45
Scholzite,08.CA.45
Volborthite,08.FD.05
Phosphoferrite,08.CC.05
Phosphosidérite,08.CD.05
Variscite,08.CD.10
Variscite,08.CD.10
Variscite,08.CD.10
Variscite,08.CD.10
Variscite,08.CD.10
Variscite,08.CD.10
Variscite,08.CD.10
Strengite,08.CD.10
Strengite,08.CD.10
Strengite,08.CD.10
Mansfieldite,08.CD.10
Scorodite,08.CD.10
Scorodite,08.CD.10
Scorodite,08.CD.10
Scorodite,08.CD.10
Scorodite,08.CD.10
Scorodite,08.CD.10
Bukovskyite,08.DB.40
Malachite,05.BA.10
Ludlamite,08.CD.20
Ludlamite,08.CD.20
Phosphophyllite,08.CA.40
Phosphophyllite,08.CA.40
Hopeite,08.CA.30
Hopeite,08.CA.30
Lindackerite,08.CE.30
Anapaite,08.CH.10
Anapaite,08.CH.10
Newberyite,08.CE.10
Newberyite,08.CE.10
Koninckite,08.CE.55
Apatite,08.BN.05
Bobierrite,08.CE.35
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Agardite,08.DL.15
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Vivianite,08.CE.40
Erythrite,08.CE.40
Erythrite,08.CE.40
Erythrite,08.CE.40
Erythrite,08.CE.40
Erythrite,08.CE.40
Erythrite,08.CE.40
Erythrite,08.CE.40
Erythrine,
Erythrite,08.CE.40
Erythrite,08.CE.40
Erythrite,08.CE.40
Annabergite,08.CE.40
Annabergite,08.CE.40
Annabergite,08.CE.40
Annabergite,08.CE.40
Symplesite,08.CE.45
Annabergite,08.CE.40
Annabergite C,
Annabergite C,
Collinsite,08.CG.05
Collinsite,08.CG.05
Messelite,08.CG.05
Roselite,08.CG.10
Roselite,08.CG.10
Roselite,08.CG.10
Brandtite,08.CG.10
Picropharmacolite,08.CH.15
Picropharmacolite,08.CH.15
Picropharmacolite,08.CH.15
Picropharmacolite,08.CH.15
Struvite,08.CH.40
Haidingerite,08.CJ.20
Brushite,08.CJ.50
Pharmacolite ?,
Pharmacolite,08.CJ.50
Pharmacolite,08.CJ.50
Pharmacolite ?,
Calcite,05.AB.05
Churchite-(Y),
Churchite-(Y),
Brackebuschite,08.BG.05
Pseudomalachite,08.BD.05
Legrandite,08.DC.10
Legrandite,08.DC.10
Euchroïte,08.DC.07
Euchroite,08.DC.07
Vauxite,08.DC.35
Strunzite,08.DC.25
Cacoxenite,08.DC.40
Cacoxenite,08.DC.40
Cacoxenite ???,
Cacoxenite,08.DC.40
Beraunite,08.DC.27
Beraunite,08.DC.27
Diadochite,08.DB.05
Diadochite,08.DB.05
Diadochite,08.DB.05
Pitticite,08.DB.05
Pitticite,08.DB.05
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Wavellite,08.DC.50
Childrenite,08.DD.20
Childrenite,08.DD.20
Eosphorite,08.DD.20
Turquoise,08.DD.15
Turquoise,08.DD.15
Turquoise,08.DD.15
Camerolaite,07.DE.75
Turquoise,08.DD.15
Turquoise,08.DD.15
Turquoise,08.DD.15
Turquoise,08.DD.15
Segelerite famille Jhansite - Segelerite,
Chalcosiderite,08.DD.15
Chalcosiderite,08.DD.15
Turquoise,08.DD.15
Chenevixite,08.DD.05
Arthurite,08.DC.15
Tyrolite,08.DM.10
Tyrolite,08.DM.10
Liskeardite,08.DF.10
Delvauxite,08.DM.35
Delvauxite,08.DM.35
Chalcophyllite,08.DF.30
Chalcophyllite,08.DF.30
Chalcophyllite,08.DF.30
Liroconite,08.DF.20
Liroconite,08.DF.20
Liroconite,08.DF.20
Liroconite,08.DF.20
Evansite,08.DF.10
Minyulite,08.DH.05
Wardite,08.DL.10
Wardite,08.DL.10
Mitridatite,08.DH.30
Arseniosiderite,08.DH.30
ArseniosideritePas ceci,
Arseniosiderite,08.DH.30
Arseniosiderite,08.DH.30
Richellite,08.BB.90
Pharmacosiderite,08.DK.10
Pharmacosiderite,08.DK.10
Pharmacosiderite,08.DK.10
Pharmacosidérite,08.DK.10
Pharmacosiderite,08.DK.10
Sampleite,08.DG.05
Lavendulane,
Lavendulane,
Mixite,08.DL.15
Mixite,08.DL.15
Walpurgite,08.EA.05
Sabugalite,08.EB.55
Sabugalite,08.EB.55
Saleeite,08.EB.05
Saleeite,08.EB.05
Saleeite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Torbernite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Autunite,08.EB.05
Uranocircite,08.EB.05
Novacekite,08.EB.05
Zeunerite,08.EB.05
Meta-Torbernite,
Meta-Torbernite,
Meta-Torbernite,
Meta-Torbernite,
Meta-Torbernite,
Meta-autunite,08.EB.10
Trögerite,08.EB.15
Dewindtite,08.EC.10
Dewindtite,08.EC.10
Parsonsite,08.EA.10
Dumontite,08.EC.15
Dumontite,08.EC.15
Carnotite,04.HB.05
Carnotite,04.HB.05
Carnotite,04.HB.05
Tyuyamunite,04.HB.25
Francevillite,04.HB.15
Hewettite,04.HE.15
Metahewettite,04.HE.15
Corvusite,04.HE.20
Célestine,07.AD.35
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Phénacite,
Willemite,09.AA.05
Willemite,09.AA.05
Willémite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
Willemite,09.AA.05
WIllemite,09.AA.05
Willemite,09.AA.05
Willemite Mn,
Willemite Mn,
Willemite Mn,
Trimerite,09.AB.05
Forstérite,09.AC.05
Forstérite,09.AC.05
Forstérite,09.AC.05
Forstérite,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Fayalite,09.AC.05
Fayalite,09.AC.05
Fayalite,09.AC.05
Fayalite Knebelite,
Fayalite Knebelite,
Téphroite,09.AC.05
Olivine,09.AC.05
Olivine,09.AC.05
Forstérite,09.AC.05
Monticellite,09.AC.10
Monticellite,09.AC.10
Monticellite,09.AC.10
Larsenite,09.AB.10
Merwinite,09.AD.15
Grenat,
Grossulaire,
Grossulaire,
Grossulaire,
Andradite,09.AD.25
Almandin,
Grenat,
Grenat,
Andradite,09.AD.25
Grenat,
Grossulaire,
Almandin,
Grenat,
Grenat,
Grenat,
Grenat,
Almandin,
Grenat,
Grenat,
Almandin,
Grenat,
Almandin,
Grenat,
Pyrope,09.AD.25
Pyrope,09.AD.25
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Almandin,
Spessartine,09.AD.25
Spessartine,09.AD.25
Spessartine,09.AD.25
Spessartine,09.AD.25
Spessartine,09.AD.25
Almandin,09.AD.25
Spessartine,09.AD.25
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Ouvarovite,
Ouvarovite,
Ouvarovite,
Ouvarovite,
Ouvarovite,
Ouvarovite,
Ouvarovite,
Ouvarovite,
Ouvarovite,
Ouvarovite,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Grossulaire,
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Andradite,09.AD.25
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
Zircon,09.AD.30
,
Zircon,09.AD.30
Thorite,09.AD.30
Thorite,09.AD.30
Thorite,09.AD.30
Thorite,09.AD.30
Thorite,09.AD.30
Thorite,09.AD.30
Thorite,09.AD.30
Coffinite,09.AD.30
Zircon,09.AD.30
Eulytine,
Eulytine,
Eulytine,
Euclase,09.AE.10
Euclase,09.AE.10
Euclase,09.AE.10
Euclase,09.AE.10
Euclase,09.AE.10
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Sillimanite,09.AF.05
Defernite,05.BA.25
Vuagnatite,09.AG.60
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Andalousite,
Kyanite Disthène,
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Kyanite,09.AF.15
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Topaze,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Staurotide,
Sapphirine,09.DH.45
Sapphirine,09.DH.45
Papagoite,09.CE.05
Norbergite,09.AF.40
Norbergite,09.AF.40
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Chondrodite,09.AF.45
Humite,09.AF.50
Humite,09.AF.50
Humite,09.AF.50
Clinohumite,09.AF.55
Clinohumite,09.AF.55
Clinohumite,09.AF.55
Clinohumite,09.AF.55
Chapmanite,09.ED.25
Bismutoferrite,09.ED.25
Braunite,09.AG.05
Braunite,09.AG.05
Braunite,09.AG.05
Braunite,09.AG.05
Braunite,09.AG.05
Braunite,09.AG.05
Langbanite,09.AG.10
Dixenite,08.BE.45
Spurrite,09.AH.15
Thaumasite,07.DG.15
Thaumasite,07.DG.15
Hillebrandite,09.DG.40
Afwillite,09.AG.75
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Harmotome,09.GC.10
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
Titanite,09.AG.15
