mineral_name,strunz_number
Agardite,08.DL.15
Athabascaite,02.BA.15d
Arsenolamprite,01.CA.10
Benjaminite,02.JA.05e
Beryllonite,08.AA.10
Brenkite,05.BC.05
Caryinite,08.AC.10
Cetineite,02.MA.05
Claringbullite,03.DA.15
Danalite,09.FB.10
Ericssonite,09.BE.25
Eucairite,02.BA.25d
Eucryptite,09.AA.05
Fizelyite,02.JB.40a
Fredrikssonite,06.AB.30
Fredrikssonite,06.AB.30
Friedrichite,02.HB.05a
Gedrite,09.DE.05
Hedyphane,08.BN.05
Heyite,08.BK.20
Iranite,07.FC.15
Jasmundite,09.AG.70
Jennite,09.DG.20
Jeremejevite,06.AB.15
Kaliborite,06.FB.10
Kambaldaite,05.DA.20
Laitakarite,02.DC.05d
Lavenite,09.BE.17
Lepidocrocite,04.FE.15
Chlormayenite,04.CC.20
Melanotekite,09.BE.80
Minrecordite,05.AB.10
Nenadkevichite,09.CE.30a
Nobleite,06.FC.05
Ojuelaite,08.DC.15
Penroseite,02.EB.05a
Phurcalite,08.EC.35
Pitticite,08.DB.05
Platynite,02.DC.05
Portlandite,04.FE.05
Pyroxmangite,09.DO.05
Raguinite,02.CB.60
Roedderite,09.CM.05
Schlossmacherite,07.BC.10
Sidwillite,04.FJ.05
Sincosite,08.CJ.65
Sonoraite,04.JN.05
Srebrodolskite,04.AC.10
Straetlingite Strätlingite,
Svabite,08.BN.05
Trolleite,08.BB.45
Uytenbogaardtite,02.BA.40b
Vaterite,05.AB.20
Väyrynenite,08.BA.05
Veatchite-A,
Veenite,02.HC.05d
Welshite,09.DH.45
Winstanleyite,04.JK.05
Yecoraite,07.DF.70
Maricite,08.AC.20
Or,01.AA.05
Pyrope,09.AD.25
Chrysocolle,
Quartz,04.DA.05
Halite,03.AA.20
Almandin,
Epidote,09.BG.05a
Gypse,
Calcite,05.AB.05
Calcite,05.AB.05
Quartz,04.DA.05
Kyanite,09.AF.15
Corindon,
Preiswerkite,09.EC.20
Dufrenoysite,02.HC.05d
Hatchite,02.GC.05
Calcite,05.AB.05
Quartz,04.DA.05
Quartz,04.DA.05
Opale,
Bournonite,02.GA.50
Célestine,07.AD.35
Gypse,
Uvite,09.CK.05
Olivine,09.AC.05
Axinite,09.BD.20
Muscovite,09.EC.15
Quartz,04.DA.05
Pyrrhotine,
Calcédoine,
Talc,09.EC.05
Asbeste,
Calcédoine,
Agardite,08.DL.15
Ammonioleucite,09.GB.05
Anilite,02.BA.05f
Antarcticite,03.BB.30
Arcanite,07.AD.05
Arseniosiderite,08.DH.30
Arsenosulvanite,02.CB.07.0
Aschamalmite,02.JB.40b
Attakolite,08.BH.60
Banalsite,09.FA.60
Atacamite,03.DA.10a
Bariandite,04.HE.20
Bartonite,02.FC.10
Barytocalcite,05.AB.45
Bassetite,08.EB.10
Benleonardite,02.LA.50
Betekhtinite,02.BE.05
Bogdanovite,02.BA.50
Bohdanowiczite,02.JA.20
Bolivarite,08.DF.10
Bonattite,07.CB.10
Cheralite,08.XX.00
Paragonite,09.EC.25
Brannockite,09.CM.05
Bredigite,09.AD.20
Brindleyite,09.ED.15
Brockite,08.CJ.45
Brunogeierite,04.BB.05
Buddingtonite,09.FA.30
Burbankite,05.AC.30
Burckhardtite,09.EC.70
Bursaite,02.JB.40a
Calcio-ancylite,
Calkinsite,05.CC.25
Calzirtite,04.DL.10
Canfieldite,02.BA.35
Carbonate-hydroxylapatite,08.BN.05
Canfieldite,02.BA.35
Cesbronite,04.JN.15
Chalconatronite,05.CB.40
Chamosite,09.EC.55
Charlesite,07.DG.15
Chesterite,09.DF.05
Hydroxylapatite,
Chlorophoenicite,08.BE.35
Clarkeite,04.GC.05
Cliffordite,04.JK.75
Clinosafflorite,02.EB.15a
Cobaltaustinite,08.BH.35
Coconinoite,08.EB.35
Comancheite,03.DD.65
Combeite,09.CJ.15
Corderoite,02.FC.15a
Cordylite,05.BD.05
Corrensite,09.EC.60
Creaseyite,09.HH.15
Tetradymite,02.DC.05c
Cuprotungstite ??,
Cuzticite,04.FM.35
Darapskite,07.DG.05
Delrioite,04.HG.35
Denningite,04.JK.30
Diomingite,
Djerfisherite,02.FC.05
Doloresite,04.HE.30
Donnayite,05.CC.05
Donpeacorite,09.DA.05
Dugganite,08.BL.20
Edingtonite,09.GA.15
Eglestonite,03.DD.05
Emeleusite,09.DN.05
Halloysite,09.ED.10
Ernstite,08.DD.20
Eskimoite,02.JB.40b
Ezcurrite,06.EB.10
Eztlite,04.JN.20
Fairbankite,04.JK.50
Falkmanite = Boulangérite,
Famatinite,02.KA.10
Faustite,08.DD.15
Feitknechtite,04.FE.25
Fergusonite,
Fergusonite,07.GA.05
Ferricopiapite,07.DB.35
Ferrostrunzite,08.DC.25
Ferritungstite,04.DH.15
Ferrobustamite,09.DG.05
Ferroselite,02.EB.10a
Fichtelite,10.BA.05
Fluocerite,03.AC.15
Franciscanite,09.AF.07.5
Franconite,04.FM.15
Franklinfurnaceite,09.EC.55
Gadolinite,09.AJ.20
Gaidonnayite,09.DM.15
Galaxite,04.BB.05
Galeite,07.BD.10
Gamagarite,08.BG.05
Georgechaoite,09.DM.15
Georgeite,05.BA.10
Gilalite,09.HE.05
Giniite,08.DB.50
Priceite,06.EB.25
Girdite,04.JL.30
Gittinsite,09.BC.05
Glaucodot,02.EB.10c
Glaucosphaerite,
Götzenite,09.BE.22
Goldichite,07.CC.40
Grantsite,04.HG.55
Greenalite,09.ED.15
Gregoryite ?,
Griphite,08.BF.15
Guildite,07.DC.30
Haeggite,
Hallimondite,08.EA.10
Hammarite,02.HB.05a
Harkerite,06.AB.70
Heazlewoodite,02.BB.05
Haycockite,02.CB.10b
Hellandite,09.DK.20
Hemusite,02.CB.35a
Hendricksite,09.EC.20
Henritermierite,09.AD.25
Hidalgoite (arsenogorceixite?),
Hilairite,09.DM.10
Hilgardite,06.ED.05
Hingganite-(Y),
Hochelagaite,04.FM.15
Holtite,09.AJ.10
Homilite,09.AJ.20
Honessite,07.DD.35
Hsianghualite,09.GB.05
Huanghoite,05.BD.35
Humberstonite,07.DG.10
Hummerite,04.HC.10
Huttonite,09.AD.35
Hydro-Ugrandite,
Ilesite,07.CB.15
Ilmajokite,09.HB.05
Imogolite,09.ED.20
Meyerhofferite,06.CA.30
Inyoite,06.CA.35
Iranite,07.FC.15
Iranite,07.FC.15
Iriginite ???,
Iriginite ???,
Iriginite,04.GB.60
Jagowerite,08.BH.55
Jalpaite,02.BA.25c
Jaskolskiite,02.HB.05c
Jeanbandyite,04.FC.15
Jeppeite,04.CC.50
Jimthompsonite,09.DF.05
Joesmithite,09.DE.10
Bismuthinite,02.DB.05a
Jouravskite,07.DG.15
Junoite,02.JB.25a
Kanonaite,09.AF.10
Keiviite,09.BC.05
Keldyshite,09.BC.10
Kiddcreekite,02.CB.35a
Kilchoanite,09.BJ.45
Kolymite,01.AD.10
Kornelite,07.CB.60
Kosmochlore,
Kovdorskite,08.DC.22
Kuliokite,09.AG.50
Kuramite,02.CB.15a
Kuranakhite,04.DM.25
Laihunite,09.AC.05
Lamprophyllite,09.BE.25
Lansfordite,05.CA.10
Lapieite,02.GA.25
Lemoynite,09.DP.35
Lemoynite,09.DP.35
Leucophanite,09.DH.05
Lewisite,08.XX.00
Lithiophosphate,08.AA.20
Loughlinite,09.EE.25
Lourenswalsite,09.EJ.05
Luddenite,09.HH.10
Luetheite,08.DD.05
Macaulayite,09.EC.65
Macfallite,09.BG.15
Magnesium-astrophyllite,
Magnesium-astrophyllite,
Magnussonite,04.JB.15
Mandarinoite,04.JH.15
Manganberzeliite,08.AC.25
Manganpyrosmalite,
Maricite,08.AC.20
Maricopaite,09.GD.35
Maricopaite,09.GD.35
Masutomilite,09.EC.20
Mattagamite,02.EB.10a
Maxwellite,08.BH.10
McGillite,09.EE.10
Mcgovernite,08.BE.45
Melonite,02.EA.20
Mendozavilite FAUX,
Metaalunogène,
Metadelrioite,04.HG.40
Miersite,03.AA.05
Minehillite,09.EE.75
Mitscherlichite,03.CJ.15
Montanite,07.CD.60
Winchite,09.DE.20
Montroseite,04.FD.10
Montroseite,04.FD.10
Montroyalite,05.DB.35
Mooihoekite,02.CB.10b
Mountkeithite,07.DD.35
Mpororoite,07.GB.35
Mushistonite,04.FC.10
Narsarsukite,09.DJ.05
Narsarsukite,09.DJ.05
Natanite,04.FC.10
Neighborite,03.AA.35
Nekrasovite,02.CB.30
Nichromite,04.BB.05
Nickel-Zippeite,
Nigerite,
Celadonite,09.EC.15
Norbergite,09.AF.40
Norsethite,05.AB.30
Nullaginite,05.BA.10
Nyerereite,05.AC.10
Oboyerite,04.JN.25
Obradovicite,07.GB.40
Ohmilite,09.DH.10
Okhotskite,09.BG.20
Ordonezite,04.DB.10
Osarizawaite,07.BC.10
Lizardite,09.ED.15
Paramendozavilite,07.GB.45
Paramontroseite,04.DB.15a
Parapierrotite,02.HC.05f
Paratellurite,04.DE.25
Pellyite,09.DO.10
Pentahydroborite,06.BB.10
Perite,03.DC.30
Perrierite,09.BE.70
Perroudite,02.FC.20c
Philipsburgite,08.DA.35
Planerite,08.DD.15
Alunogène,
Poughite,04.JN.10
Preobrazhenskite,06.GB.15
Priderite,04.DK.05
Qandilite,
Quetzalcoatlite,04.FE.45
Rancieite,04.FL.40
Rasvumite,02.FB.20
Galaxite,04.BB.05
Rhodostannite,02.DA.10
Rivadavite,06.FA.20
Rossite,04.HD.05
Roxbyite,02.BA.05d
Rucklidgeite,02.GC.40c
Sabinaite,05.BB.20
Sakuraiite,02.CB.05b
Sampleite,08.DG.05
Sarabauite,02.MA.10
Satpaevite,04.HG.65
Schmitterite,04.JK.70
Shcherbinaite,04.HE.10
Shcherbakovite,09.DH.20
Siderotil,07.CB.20
Sidwillite,04.FJ.05
Silhydrite,04.FM.30
Sinkankasite,08.DB.20
Slawsonite,09.FA.50
Saponite,09.EC.45
Sonoraite,04.JN.05
Tripuhyite,04.DB.05
Stibiotantalite,04.DE.30
Stibivanite,04.JA.55
Stillwellite,09.AJ.25
Stronalsite,09.FA.60
Szmikite,07.CB.05
Magnesiotaaffeite,
Tadzhikite-(Ce),
Tarapacaite,07.FA.05
Tausonite,04.CC.35
Arcanite,07.AD.05
Telargpalite,02.BC.45
Tellurite,04.DE.20
Saneroite,09.DK.15
Tlapallite,04.JL.25
Tolbachite,03.AB.05
Tolovkite,02.EB.25
Treasurite,02.JB.40a
Tsumoite,02.DC.05b
Turanite,08.BB.70
Ulrichite,08.EA.15
Ungemachite,07.DG.10
Ushkovite,08.DC.30
Vanmeersscheite,08.EC.20
Vanoxite,04.HG.25
Vanthoffite,07.AC.05
Vigezzite,04.DF.05
Vlasovite,09.DM.25
Wadeite,09.CA.10
Wairakite,09.GB.05
Wairauite,01.AE.15
Wakefieldite,08.AD.35
Weissite,02.BA.20b
Wicksite,08.CF.05
Hexahydrite,07.CB.25
Winstanleyite,04.JK.05
Wiserite,06.BA.20
Wollastonite,09.DG.05
Wonesite,09.EC.20
Wyllieite,08.AC.15
Xanthoconite,02.GA.10
Xocomecatlite,07.BB.50
Yecoraite,07.DF.70
Yttrotungstite-(Y),
Zincrosasite,05.BA.10
Zorite,09.DG.45
Zykaite,08.DB.45
Chalcocyanite,07.AB.10
Melanothallite,03.DA.05
Mimétite,08.BN.05
Zeunerite,08.EB.05
Lavendulane,
Galène,
Chalcanthite,07.CB.20
Katoptrite,09.AE.40
Ellenbergerite,09.AF.80
Stottite,04.FC.15
Montebrasite,08.BB.05
Seeligerite,04.KB.15
Chalcocyanite,07.AB.10
Charlesite,07.DG.15
Aminoffite,09.BH.05
Berdesinskyite,
Allanite,09.BG.05b
Robinsonite,02.HC.20
Dadsonite,02.HC.30
Stibiopalladinite,02.AC.20a
Schreyerite,04.CB.35
Goosecreekite,09.GB.25
Guanajuatite,02.DB.05a
Dyscrasite,02.AA.35
Lanthanite,05.CC.25
Quartz,04.DA.05
Gypse,
Axinite,09.BD.20
Barytine,
Kainosite,09.CF.10
Rutile,04.DB.05
Apophyllite,09.EA.15
Bertrandite,09.BD.05
Quartz,04.DA.05
Gypse,
Gypse,
Zircon,09.AD.30
Spinelle,
Gahnospinelle,
Autunite,08.EB.05
Calcédoine,
Halite,03.AA.20
Gersdorffite,02.EB.25
Lazurite,09.FB.10
Augite,09.DA.15
Diamant,01.CB.10a
Diamant,01.CB.10a
Diamant,01.CB.10a
Diamant,01.CB.10a
Diamant,01.CB.10a
Diamant,01.CB.10a
Diamant,01.CB.10a
Diamant,01.CB.10a
Graphite,01.CB.05a
Graphite,01.CB.05a
Soufre,01.CC.05
Soufre,01.CC.05
Soufre,01.CC.05
Soufre,01.CC.05
Soufre,01.CC.05
Soufre,01.CC.05
Soufre,01.CC.05
Arsenic,01.CA.05
Arsenic,01.CA.05
Bismuth,01.CA.05
Bismuth,01.CA.05
Plomb,01.AA.05
Plomb,01.AA.05
Antimoine,01.CA.05
Fer,01.AE.05
Fer,01.AE.05
Fer,01.AE.05
Fer,01.AE.05
Platine,01.AF.10
Argent,01.AA.05
Argent,01.AA.05
Argent,01.AA.05
Argent,01.AA.05
Argent,01.AA.05
Argent,01.AA.05
Argent,01.AA.05
Cuivre,01.AA.05
Cuivre,01.AA.05
Cuivre,01.AA.05
Cuivre,01.AA.05
Calcite,05.AB.05
Oligoclase,09.FA.35
Malachite,05.BA.10
Quartz,04.DA.05
Limonite,
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Or,01.AA.05
Or,01.AA.05
Or,01.AA.05
Or,01.AA.05
Or,01.AA.05
Or,01.AA.05
Argent,01.AA.05
Orpiment,02.FA.30
Mercure,01.AD.05
Or,01.AA.05
Réalgar,02.FA.15a
Réalgar,02.FA.15a
Or,01.AA.05
Or,01.AA.05
Or,01.AA.05
Or,01.AA.05
Or,01.AA.05
Réalgar,02.FA.15a
Réalgar,02.FA.15a
Réalgar,02.FA.15a
Réalgar,02.FA.15a
Stibnite,02.DB.05a
Stibnite,02.DB.05a
Stibnite,02.DB.05a
Stibnite,02.DB.05a
Stibnite,02.DB.05a
Stibnite,02.DB.05a
Stibnite,02.DB.05a
Stibnite,02.DB.05a
Molybdénite,02.EA.30
Molybdénite,02.EA.30
Tétradymite,02.DC.05c
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Grossulaire,
Bazzite,09.CJ.05
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Dufrenoysite,02.HC.05d
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Realgar,02.FA.15a
Realgar,02.FA.15a
Wurtzite,02.CB.45
Wurtzite,02.CB.45
Troïlite,02.CC.10
Pyrrhotine,
Pyrrhotine,
Pyrrhotine,
Chalcopyrite,02.CB.10a
Pyrrhotine,
Pyrrhotine,
Pyrrhotine,
Millérite,02.CC.20
Pyrrhotine,
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Boulangérite,02.HC.15
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Enargite,02.KA.05
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Stannite,02.CB.15a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Pyrite,02.EB.05a
Chalcopyrite,02.CB.10a
Skutterudite,02.EC.05
Skutterudite,02.EC.05
Ullmannite,02.EB.25
Ullmannite,02.EB.25
Sphalérite,02.CB.05a
Sphalérite,02.CB.05a
Galène,
Galène,
Sphalérite,02.CB.05a
Semseyite,02.HC.10d
Bournonite,02.GA.50
Bournonite,02.GA.50
Marcasite,02.EB.10a
Marcasite,02.EB.10a
Sphalérite,02.CB.05a
Galène,
Dyscrasite,02.AA.35
Galène,
Galène,
Galène,
Galène,
Galène,
Galène,
Galène,
Galène,
Galène,
Galène,
Galène,
Galène,
Argentite,02.BA.30a
Argentite,02.BA.30a
Argentite,02.BA.30a
Acanthite,02.BA.30a
Argentite,02.BA.30a
Argentite,02.BA.30a
Chalcosine,
Hématite,04.CB.05
Millérite,02.CC.20
Covelline,
Covelline,
Cinabre,02.CD.15a
Cinabre,02.CD.15a
Cinabre,02.CD.15a
Cinabre,02.CD.15a
Cinabre,02.CD.15a
Cinabre,02.CD.15a
Cinabre,02.CD.15a
Mercure,01.AD.05
Sylvanite,02.EA.05
Calavérite,02.EA.10
Nickeline,02.CC.05
Nagyagite,02.HB.20a
Chalcopyrite,02.CB.10a
Chalcopyrite,02.CB.10a
Tétraèdrite,
Chalcopyrite,02.CB.10a
Chalcopyrite,02.CB.10a
Chalcopyrite,02.CB.10a
Linnaéite,
Linnaeite,
Linnaeite,
Hauchecornite,02.BB.10
Andorite,02.JB.40a
Andorite,02.JB.40a
Zinkenite,02.JB.35a
Fizelyite,02.JB.40a
Semseyite,02.HC.10d
Boulangérite,02.HC.15
Proustite,02.GA.05
Bournonite,02.GA.50
Pyrargyrite,02.GA.05
Bournonite,02.GA.50
Bournonite,02.GA.50
Bournonite,02.GA.50
Riebeckite,09.DE.25
Riebeckite,09.DE.25
Riebeckite,09.DE.25
Riebeckite,09.DE.25
Riebeckite,09.DE.25
Riebeckite,09.DE.25
Anthophyllite,09.DE.05
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
AsbesteP,
AsbesteP,
AsbesteP,
AsbesteP,
AsbesteP,
Tétraèdrite,
Tétraèdrite,
Tennantite,02.GB.05
Jordanite,02.JB.30a
Jordanite,02.JB.30a
Stephanite,02.GB.10
Enargite,02.KA.05
Stannite,02.CB.15a
Cannizzarite,02.JB.20
Cannizzarite,02.JB.20
Fuloppite,
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Sphalérite,02.CB.05a
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Galène,
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Quartz,04.DA.05
Calcédoine,
Calcédoine,
Opale,
Calcédoine,
Calcédoine,
Calcédoine,
Opale,
Opale,
Opale,
Calcédoine,
Opale,
Calcédoine,
Opale,
Brookite,04.DD.10
Brookite,04.DD.10
Brookite,04.DD.10
Tridymite,04.DA.10
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Anatase,04.DD.05
Thorite,09.AD.30
Rutile,04.DB.05
Rutile,04.DB.05
Rutile,04.DB.05
Rutile,04.DB.05
Rutile,04.DB.05
Quartz,04.DA.05
Rutile,04.DB.05
Quartz,04.DA.05
Zircon,09.AD.30
Zircon,09.AD.30
Rutile,04.DB.05
Zircon,09.AD.30
Thorite,09.AD.30
Zircon,09.AD.30
Thorite,09.AD.30
à identifier,
Cassitérite,04.DB.05
Cassitérite,04.DB.05
Cassitérite,04.DB.05
Cassitérite,04.DB.05
Cassitérite,04.DB.05
Cassitérite,04.DB.05
Cassitérite,04.DB.05
Cassitérite,04.DB.05
Zircon,09.AD.30
Pyrolusite,04.DB.05
Corindon,
Corindon,
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Apatite,08.BN.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Carborandum,
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Goethite,04.FD.10
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Hématite,04.CB.05
Limonite,
Cuprite,04.AA.10
Cuprite,04.AA.10
Cuprite,04.AA.10
Cuprite,04.AA.10
Cuprite,04.AA.10
Cuprite,04.AA.10
Cuprite,04.AA.10
Cuprite,04.AA.10
Malachite,05.BA.10
Cuprite,04.AA.10
Tenorite,04.AB.10
Cuprite,04.AA.10
Ténorite,04.AB.10
Ténorite,04.AB.10
Manganite,04.FD.15
Manganite,04.FD.15
Goethite,04.FD.10
Goethite,04.FD.10
Goethite,04.FD.10
Brucite,04.FE.05
Kermesite,02.FD.05
Kermesite,02.FD.05
Halite,03.AA.20
Halite,03.AA.20
Halite,03.AA.20
Sal ammoniac,
Fluorite,
Fluorite,
Fluorite,
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Fluorite,03.AB.25
Cotunnite,03.DC.85
Fluoborite,06.AB.50
Cryolite,03.CB.15
Carbonate indéterminé,
Atacamite,03.DA.10a
Atacamite,03.DA.10a
Atacamite,03.DA.10a
Corindon,
Limonite,
Calcite,05.AB.05
Calcite,05.AB.05
Sidérite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Fluorite,03.AB.25
Fluorite,03.AB.25
Halite,03.AA.20
Calcite,05.AB.05
Cuprite,04.AA.10
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Magnésite,05.AB.05
Magnésite,05.AB.05
Magnésite,05.AB.05
Magnésite,05.AB.05
Dolomite,05.AB.10
Dolomite,05.AB.10
Quartz,04.DA.05
Dolomite,05.AB.10
Dolomite,05.AB.10
Dolomite,05.AB.10
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Dolomite,05.AB.10
Smithsonite,05.AB.05
Siderite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Sidérite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Witherite,05.AB.15
Witherite,05.AB.15
Witherite,05.AB.15
Witherite,05.AB.15
Witherite,05.AB.15
Witherite,05.AB.15
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Cérusite,
Aragonite,05.AB.15
Descloizite,08.BH.40
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Aurichalcite,05.BA.15
Azurite,05.BA.05
Azurite,05.BA.05
Sylvanite,02.EA.05
Hausmannite,04.BB.10
Hausmannite,04.BB.10
Barytine,
Anhydrite,07.AD.30
Anhydrite,07.AD.30
Anhydrite,07.AD.30
Anhydrite,07.AD.30
Célestine,07.AD.35
Célestine,07.AD.35
Célestine,07.AD.35
Célestine,07.AD.35
Célestine,07.AD.35
Célestine,07.AD.35
Célestine,07.AD.35
Barytine,
Barytine,
Barytine,
Barytine,
Barytine,
Barytine,
Barytine,
Smithsonite,05.AB.05
Anglésite,07.AD.35
Anglésite,07.AD.35
Anglésite,07.AD.35
Anglésite,07.AD.35
Anglésite,07.AD.35
Galène,
Chalcopyrite,02.CB.10a
Barytine,
Crocoïse,
Crocoïse,
Dolomite,05.AB.10
Smithsonite,05.AB.05
Aragonite,05.AB.15
Aragonite,05.AB.15
Strontianite,05.AB.15
Célestine,07.AD.35
Célestine,07.AD.35
Crocoïse,
Crocoïse,
Scheelite,07.GA.05
Alunite,07.BC.10
Gypse,
Gypse,
Wolframite,04.DB.30
Wulfénite,07.GA.05
Wulfénite,07.GA.05
Wulfénite,07.GA.05
