catalog_number,is_part_of,material_category,cataloged_name,authoritative_name,country_name,first_order_division
,41820,Mineral,,Calcit,,
,41820,Mineral,,Tremolit,,
,41820,Mineral,,Magnetit,,
,41820,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,41820,Rock,,Skarn,,
34557,,,Apatit,Apatit,Schweiz,Uri
,34557,Mineral,,Calcit,,
,34557,Mineral,,Titanit,,
,34557,Rock,,Granit,,
,34557,Mineral,,Quarz,,
,34557,Mineral,,Chlorit,,
,34557,Mineral,,Apatit,,
29322,,,Forsterit,Forsterit,Südafrika,Free State / Vrystaat / Freyistata / Fuleyisitata
,29322,Mineral,,Ilmenit,,
,29322,Rock,,"Kimberlit ""basaltisch"" - allgemein",,
,29322,Mineral,,Forsterit,,
39689,,Rock,Sövit (Cc-K.),,Südafrika,Limpopo
,39689,Rock,,Sövit (Cc-K.),,
,39689,Mineral,,Malachit,,
,39689,Mineral,,Calcit,,
,39689,Mineral,,Bornit,,
36283,,,Pyrit,Pyrit,Schweiz,Uri
,36283,Mineral,,Rutil,,
,36283,Mineral,,Arsenopyrit,,
,36283,Mineral,,Pyrit,,
,36283,Rock,,Gneis s.l.,,
31368,,,Epidot,Epidot,Schweiz,Bern
,31368,Mineral,,Epidot,,
,31368,Mineral,,Quarz,,
,31368,Mineral,,Chlorit,,
,31368,Rock,,Gneis s.l.,,
35453,,Rock,Gneis s.l.,,Schweiz,Uri
,35453,Mineral,,Limonit,,
,35453,Mineral,,undef. Eisenhydroxid,,
,35453,Rock,,Gneis s.l.,,
42738,,,Pyrit,Pyrit,Südafrika,Gauteng / Rhawuti
,42738,Rock,,Konglomerat,,
,42738,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
,42738,Mineral,,Pyrit,,
10940,,Ore,noch nicht angegeben,,Deutschland,Nordrhein-Westfalen
,10940,Mineral,,Limonit,,
,10940,Ore,,noch nicht angegeben,,
,10940,Mineral,,undef. Eisenhydroxid,,
39102,,Ore,Reduktionshof,,Schweiz,Aargau
,39102,Mineral,,Pechblende,,
,39102,Ore,,Reduktionshof,,
,39102,Mineral,,Rammelsbergit,,
,39102,Mineral,,Uraninit,,
,39102,Mineral,,Roscoelith,,
41056,,,Hämatit,Hämatit,Vereinigte Staaten von Amerika (USA),Missouri
,41056,Mineral,,Apatit,,
,41056,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,41056,Mineral,,Hämatit,,
32502,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32502,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32502,Mineral,,Chalkopyrit,,
,32502,Mineral,,Pyrit,,
40979,,,Pyrit,Pyrit,Finnland,
,40979,Ore,,Cu-Sulfid-Erz - metamorph,,
,40979,Mineral,,Chalkopyrit,,
,40979,Mineral,,Pyrrhotin,,
,40979,Mineral,,Pyrit,,
41122,,,Markasit,Markasit,Vereinigte Staaten von Amerika (USA),Missouri
,41122,Mineral,,Markasit,,
,41122,Rock,,Impaktbrekzie,,
42256,,,Spodumen,Spodumen,Schweden,Stockholms län
,42256,Ore,,Lithium-Pegmatit,,
,42256,Rock,,Granitpegmatit,,
,42256,Mineral,,Spodumen,,
42469,,,Akanthit,Akanthit,Deutschland,Sachsen
,42469,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42469,Mineral,,Pyrit,,
,42469,Mineral,,Akanthit,,
,42469,Mineral,,Pyrargyrit,,
31104,,Ore,Au-U-Konglomerat - Witwatersrand-Typ,,Südafrika,
,31104,Mineral,,Pyrit,,
,31104,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
,31104,Mineral,,Quarz,,
32566,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32566,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32566,Mineral,,Quarz,,
,32566,Mineral,,Chalkopyrit,,
39059,,Ore,Reduktionshof,,Schweiz,Aargau
,39059,Mineral,,Skutterudit,,
,39059,Mineral,,Safflorit,,
,39059,Mineral,,Rammelsbergit,,
,39059,Ore,,Reduktionshof,,
38165,,,Almandin,Almandin,Schweiz,Tessin
,38165,Rock,,Glimmerschiefer,,
,38165,Mineral,,Almandin,,
42540,,,Siderit,Siderit,Deutschland,Nordrhein-Westfalen
,42540,Ore,,Fe-Erz sideritisch - Gang-Typ,,
,42540,Mineral,,Siderit,,
42562,,,Sphalerit,Sphalerit,Deutschland,Baden-Württemberg
,42562,Mineral,,Sphalerit,,
,42562,Rock,,tektonische Brekzie,,
,42562,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
42206,,,Chalkopyrit,Chalkopyrit,Australien,Queensland
,42206,Ore,,Cu-Sulfid-Erz - SEDEX,,
,42206,Rock,,Dolomitmergel,,
,42206,Mineral,,Chalkopyrit,,
43862,,Ore,Au-Fe-As-Skarn - Skarn-Typ,Au-Fe-As-Skarn - Skarn-Typ,Schweiz,Wallis
,43862,Ore,,Au-Fe-As-Skarn - Skarn-Typ,,
,43862,Mineral,,Löllingit,,
32068,,Rock,Sand (s.l.),,Schweiz,Bern
,32068,Mineral,,Quarz,,
,32068,Rock,,Sand (s.l.),,
41229,,,Quarz,Quarz,Schweiz,Bern
,41229,Mineral,,Pyrit,,
,41229,Mineral,,Chamosit,,
,41229,Rock,,Konkretionen,,
,41229,Mineral,,Apatit,,
,41229,Mineral,,Quarz,,
,41229,Mineral,,Siderit,,
32697,,Rock,Chlorit-Schiefer,,Schweiz,Wallis
,32697,Mineral,,undefiniert,,
,32697,Mineral,,Hornblende,,
,32697,Mineral,,Plagioklas,,
,32697,Mineral,,Chlorit,,
,32697,Rock,,Chlorit-Schiefer,,
33586,,Ore,"Mn-Erz, silikatisch - metamorph",,Schweiz,Wallis
,33586,Mineral,,Braunit,,
,33586,Mineral,,Biotit,,
,33586,Mineral,,Manganophyllit,,
,33586,Ore,,"Mn-Erz, silikatisch - metamorph",,
26962,,Ore,V-Erz in Sandstein - tafelförmiger Typ,,Vereinigte Staaten von Amerika (USA),Colorado
,26962,Ore,,V-Erz in Sandstein - tafelförmiger Typ,,
,26962,Mineral,,Roscoelith,,
42745,,Ore,Au-U-Konglomerat - Witwatersrand-Typ,,Südafrika,Gauteng / Rhawuti
,42745,Rock,,Quarzit,,
,42745,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
41124,,,Markasit,Markasit,Vereinigte Staaten von Amerika (USA),Missouri
,41124,Mineral,,Markasit,,
,41124,Rock,,Impaktbrekzie,,
42879,,,Chromit,Chromit,Simbabwe / Zimbabwe,Midlands
,42879,Ore,,Cr-Erz - kontinental mafisch-magmatisch,,
,42879,Mineral,,Chromit,,
32692,,Rock,Amphibolit,,Schweiz,Wallis
,32692,Rock,,Amphibolit,,
,32692,Mineral,,Hornblende,,
,32692,Mineral,,undefiniert,,
2065,,,Goethit,Goethit,Schweiz,Jura
,2065,Mineral,,Goethit,,
,2065,Mineral,,Limonit,,
,2065,Ore,,"Fe-Erz, pisolithisch",,
,2065,Mineral,,undef. Eisenhydroxid,,
8444,,Rock,Serpentinit,,Schweiz,Uri
,8444,Rock,,Serpentinit,,
,8444,Mineral,,Serpentin,,
,8444,Mineral,,undefiniert,,
32082,,Ore,Fe-Oolith - Allgemein,,Schweiz,Aargau
,32082,Mineral,,Goethit,,
,32082,Ore,,Fe-Oolith - Allgemein,,
42400,,Ore,Phosphorit marin,,Marokko,Béni Mellal-Khénifra (Beni Mellal-Khenifra)
,42400,Rock,,Sand - Karbonatisch,,
,42400,Ore,,Phosphorit marin,,
35366,,,Zirkon,Zirkon,Schweiz,Uri
,35366,Mineral,,Zirkon,,
,35366,Mineral,,Quarz,,
,35366,Mineral,,Chlorit,,
,35366,Rock,,Granit,,
,35366,Mineral,,Titanit,,
39494,,Ore,Schwermineralkonzentrat,,Schweiz,
,39494,Mineral,,Hämatit,,
,39494,Mineral,,Magnetit,,
,39494,Mineral,,Almandin,,
,39494,Mineral,,Gold,,
,39494,Ore,,Schwermineralkonzentrat,,
31314,,Rock,noch nicht angegeben,,Schweiz,Graubünden
,31314,Rock,,noch nicht angegeben,,
,31314,Mineral,,Pyrit,,
7045,,,Erythrin,Erythrin,Schweiz,Wallis
,7045,Mineral,,Nickelhexahydrit,,
,7045,Mineral,,Annabergit,,
,7045,Mineral,,Arsenolith,,
,7045,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,7045,Mineral,,Erythrin,,
29342,,Rock,Harzburgit (Mantelgestein),,Südafrika,Gauteng / Rhawuti
,29342,Rock,,Harzburgit (Mantelgestein),,
,29342,Mineral,,Enstatit,,
,29342,Mineral,,Bronzit,,
,29342,Mineral,,Forsterit,,
41342,,,Gratonit,Gratonit,Peru,
,41342,Mineral,,Gratonit,,
,41342,Ore,,Pb-Sulfarseniderz - Gang-Typ,,
41477,,,Pyrit,Pyrit,Japan,Akita
,41477,Mineral,,Pyrit,,
,41477,Ore,,Pyriterz massiv - Kuroko-Typ,,
41090,,,Palygorskit,Palygorskit,Oman,Al Wusţá (Al Wusta)
,41090,Mineral,,Dolomit,,
,41090,Mineral,,Palygorskit,,
,41090,Rock,,Dolomitmergel,,
,41090,Mineral,,Halit,,
41625,,,Kassiterit,Kassiterit,Südafrika,Limpopo
,41625,Mineral,,Arsenopyrit,,
,41625,Rock,,Granit,,
,41625,Mineral,,Kassiterit,,
,41625,Ore,,"Sn-Erz, oxidisch - Gang-Typ allgemein",,
39203,,Ore,Reduktionshof,,Schweiz,Aargau
,39203,Ore,,Reduktionshof,,
,39203,Mineral,,Uraninit,,
,39203,Mineral,,Rammelsbergit,,
,39203,Mineral,,Kupfer,,
,39203,Mineral,,Roscoelith,,
,39203,Mineral,,Silber,,
792,,,Nickelin,Nickelin,Schweiz,Wallis
,792,Mineral,,Nickelin,,
,792,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
1238,,,Fahlerz,Fahlerz,Schweiz,Wallis
,1238,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
,1238,Mineral,,Chalkopyrit,,
,1238,Mineral,,Fahlerz,,
42467,,,Quarz,Quarz,Deutschland,Sachsen
,42467,Mineral,,Quarz,,
,42467,Mineral,,Galenit,,
,42467,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
,42467,Mineral,,Sphalerit,,
,42467,Rock,,Rhyolith,,
,42467,Mineral,,Pyrit,,
42075,,,Chalkopyrit,Chalkopyrit,Mexiko,México (Mexico)
,42075,Mineral,,Chalkopyrit,,
,42075,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
42547,,Rock,Rodingit (Rhodingit),,Schweiz,Tessin
,42547,Rock,,Rodingit (Rhodingit),,
,42547,Mineral,,Hornblende,,
,42547,Mineral,,Titanit,,
,42547,Mineral,,Diopsid,,
,42547,Mineral,,Granat,,
,42547,Mineral,,Epidot,,
41327,,,Revoredoit,Revoredoit,Peru,
,41327,Ore,,Pb-Sulfarseniderz - Gang-Typ,,
,41327,Mineral,,Revoredoit,,
40793,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40793,Mineral,,Kupfer,,
,40793,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40793,Rock,,Basalt s.l.,,
,40793,Mineral,,Epidot,,
33928,,,"Au-Sulfid-Erz, pyritisch",,Rumänien,Alba
,33928,Rock,,Vulkanische Brekzie - Gangbrekzie,,
,33928,Mineral,,Gold,,
,33928,Ore,,"Au-Sulfid-Erz, pyritisch",,
,33928,Mineral,,Pyrit,,
39123,,Ore,Reduktionshof,,Schweiz,Aargau
,39123,Mineral,,Rammelsbergit,,
,39123,Ore,,Reduktionshof,,
39716,,,Andradit,Andradit,Schweiz,Graubünden
,39716,Mineral,,Chrysotil,,
,39716,Mineral,,Calcit,,
,39716,Mineral,,Demantoid Chlorit,,
,39716,Rock,,Serpentinit,,
,39716,Mineral,,Andradit,,
,39716,Mineral,,Asbest Sphalerit,,
42191,,,Chalkosin,Chalkosin,Peru,Junín / Junin / Hunin
,42191,Mineral,,Chalkosin,,
,42191,Ore,,Cu-Sulfid-Erz - zementativ,,
39151,,Ore,Reduktionshof,,Schweiz,Aargau
,39151,Mineral,,Uraninit,,
,39151,Mineral,,Pechblende,,
,39151,Ore,,Reduktionshof,,
2669,,Rock,Anhydrit,,Schweiz,Waadt
,2669,Rock,,Anhydrit,,
,2669,Mineral,,Anhydrit,,
8787,,,Jadeit,Jadeit,Italien,Piemonte
,8787,Mineral,,Jadeit,,
,8787,Rock,,Jadeitite,,
32503,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32503,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32503,Mineral,,Chalkopyrit,,
,32503,Mineral,,Tennantit,,
42077,,,Pyrargyrit,Pyrargyrit,Mexiko,México (Mexico)
,42077,Mineral,,Stephanit,,
,42077,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42077,Mineral,,Pyrargyrit,,
40968,,,Pyrit,Pyrit,Finnland,
,40968,Ore,,Cu-Sulfid-Erz - metamorph,,
,40968,Mineral,,Pyrit,,
37587,,,Titanit,Titanit,Schweiz,Wallis
,37587,Mineral,,Epidot,,
,37587,Mineral,,Adular Albit,,
,37587,Mineral,,Titanit,,
,37587,Mineral,,Chlorit,,
,37587,Mineral,,Orthoklas,,
,37587,Mineral,,Apatit,,
,37587,Rock,,Gneis s.l.,,
7040,,,Fluorit,Fluorit,Schweiz,Wallis
,7040,Ore,,Pb-Sulfid-Erz - Ba-F-Formation,,
,7040,Mineral,,Fluorit,,
29346,,Rock,Graphit-Eklogit,,Südafrika,Gauteng / Rhawuti
,29346,Rock,,Graphit-Eklogit,,
,29346,Mineral,,Graphit,,
42571,,,Quarz,Quarz,Deutschland,Baden-Württemberg
,42571,Mineral,,Baryt,,
,42571,Mineral,,Galenit,,
,42571,Mineral,,Fluorit,,
,42571,Ore,,Pb-Sulfid-Erz - Ba-F-Formation,,
,42571,Mineral,,Quarz,,
35715,,Rock,Anhydrit,,Schweiz,Bern
,35715,Mineral,,Anhydrit,,
,35715,Rock,,Anhydrit,,
40967,,,Marialit,Marialit,Türkei,
,40967,Mineral,,Magnetit,,
,40967,Mineral,,Marialit,,
,40967,Mineral,,Pyrit,,
,40967,Rock,,"Skapolithfels, kontaktmetamorph",,
,40967,Mineral,,Diopsid,,
32487,,Ore,Fe-Erz hämatitisch - metamorph,,Schweiz,Wallis
,32487,Ore,,Fe-Erz hämatitisch - metamorph,,
,32487,Mineral,,Quarz,,
,32487,Mineral,,Hämatit,,
42247,,,Magnetit,Magnetit,Schweden,Uppsala län
,42247,Mineral,,Cordierit,,
,42247,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,42247,Mineral,,Magnetit,,
39095,,Ore,Reduktionshof,,Schweiz,Aargau
,39095,Mineral,,Calcit,,
,39095,Ore,,Reduktionshof,,
41109,,,Muskovit,Muskovit,Vereinigte Staaten von Amerika (USA),Missouri
,41109,Mineral,,Muskovit,,
,41109,Rock,,Granitpegmatit,,
,41109,Mineral,,Orthoklas,,
,41109,Mineral,,Quarz,,
5045,,,Gips,Gips,Italien,Toscana
,5045,Mineral,,Gips,,
,5045,Rock,,Alabaster,,
38166,,,Almandin,Almandin,Schweiz,Tessin
,38166,Rock,,Glimmerschiefer,,
,38166,Mineral,,Almandin,,
40877,,,Sphalerit,Sphalerit,Deutschland,Nordrhein-Westfalen
,40877,Mineral,,Sphalerit,,
,40877,Mineral,,Quarz,,
,40877,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
41544,,,Sphalerit,Sphalerit,Polen,Małopolskie
,41544,Mineral,,Galenit,,
,41544,Mineral,,Sphalerit,,
,41544,Ore,,Pb-Zn-Sulfid-Erz - MVT,,
39486,,,Omphacit,Omphacit,Schweiz,
,39486,Rock,,Metagabbro - Eklogitfaziell,,
,39486,Mineral,,Omphacit,,
39058,,Ore,Reduktionshof,,Schweiz,Aargau
,39058,Mineral,,Rammelsbergit,,
,39058,Ore,,Reduktionshof,,
,39058,Mineral,,Uraninit,,
,39058,Mineral,,Digenit,,
,39058,Mineral,,Nickelin,,
32069,,Rock,Sand (s.l.),,Schweiz,Bern
,32069,Rock,,Sand (s.l.),,
,32069,Mineral,,Quarz,,
33026,,,Quarz,Quarz,Namibia,
,33026,Mineral,,Quarz,,
,33026,Rock,,Kies,,
43241,,,Malachit,Malachit,Peru,Lima
,43241,Mineral,,Azurit,,
,43241,Mineral,,Malachit,,
,43241,Ore,,Cu-Oxiderz (inkl. Karbonate etc.) - Oxidationszone,,
,43241,Mineral,,Goethit,,
40909,,,Galenit,Galenit,Deutschland,Nordrhein-Westfalen
,40909,Mineral,,Galenit,,
,40909,Ore,,Pb-Sulfid-Erz - MVT (Sandstein),,
39414,,,Quarz,Quarz,Schweiz,Bern
,39414,Rock,,Sandstein,,
,39414,Mineral,,Quarz,,
42073,,,Akanthit,Akanthit,Mexiko,México (Mexico)
,42073,Mineral,,Stephanit,,
,42073,Mineral,,Akanthit,,
,42073,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
43304,,Rock,Tholeiitbasalt,,Indien,Mahārāshtra (Maharashtra)
,43304,Mineral,,Heulandit,,
,43304,Rock,,Tholeiitbasalt,,
48127,,Rock,Amphibolit,,Italien,Piemonte
,48127,Mineral,,Hornblende,,
,48127,Mineral,,Titanit,,
,48127,Mineral,,Ilmenit,,
,48127,Mineral,,Granat,,
,48127,Rock,,Amphibolit,,
41274,,,Ferberit,Ferberit,Peru,Junín / Junin / Hunin
,41274,Ore,,Wolframit-Erz - Gang-Typ,,
,41274,Mineral,,Ferberit,,
,41274,Mineral,,Pyrit,,
30276,,Ore,Co-Arsenid-Sulfarseniderz - metamorph,,Schweiz,Wallis
,30276,Mineral,,Erythrin,,
,30276,Ore,,Co-Arsenid-Sulfarseniderz - metamorph,,
,30276,Mineral,,Skutterudit,,
,30276,Mineral,,Arsenopyrit,,
,30276,Mineral,,Wismut,,
40578,,,Goethit,Goethit,Peru,
,40578,Ore,,"Pb-Sulfid-Erz - Gang-Typ, Oxidationszone",,
,40578,Mineral,,Goethit,,
32508,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32508,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32508,Mineral,,Erythrin,,
,32508,Mineral,,Skorodit,,
31486,,Rock,Granit,,Schweiz,Uri
,31486,Mineral,,Epidot,,
,31486,Mineral,,Rauchquarz Chlorit,,
,31486,Mineral,,Adular Albit,,
,31486,Rock,,Granit,,
,31486,Mineral,,Orthoklas,,
,31486,Mineral,,Apatit,,
,31486,Mineral,,Hämatit,,
,31486,Mineral,,Quarz,,
42665,,,Pyrrhotin,Pyrrhotin,Italien,Piemonte
,42665,Mineral,,Titanomagnetit,,
,42665,Mineral,,Hornblende,,
,42665,Mineral,,Chalkopyrit,,
,42665,Mineral,,Pentlandit,,
,42665,Mineral,,Magnetit,,
,42665,Mineral,,Magnetit,,
,42665,Mineral,,Pyrrhotin,,
,42665,Mineral,,Ulvöspinell,,
,42665,Ore,,Ni-Cu-Sulfid-Erz,,
42999,,Ore,Fe-Oolith magnetitisch,,Schweiz,Bern
,42999,Mineral,,Hämatit,,
,42999,Mineral,,Chlorit,,
,42999,Mineral,,Calcit,,
,42999,Rock,,Eisenoolith,,
,42999,Ore,,Fe-Oolith magnetitisch,,
,42999,Mineral,,Magnetit,,
39167,,Ore,Reduktionshof,,Schweiz,Zürich
,39167,Mineral,,Uraninit,,
,39167,Mineral,,Silber,,
,39167,Ore,,Reduktionshof,,
,39167,Mineral,,Roscoelith,,
,39167,Mineral,,Chalkosin,,
,39167,Mineral,,Pechblende,,
40839,,,Pyrit,Pyrit,Spanien,Andalucía (Andalucia)
,40839,Ore,,"Pyrit, massiv - SEDEX",,
,40839,Mineral,,Pyrit,,
34823,,,Granat,Granat,Schweiz,Uri
,34823,Rock,,Granit,,
,34823,Mineral,,Granat,,
43470,,Rock,Sandstein,,Vereinigte Staaten von Amerika (USA),Utah
,43470,Mineral,,Quarz,,
,43470,Rock,,Sandstein,,
,43470,Mineral,,Goethit,,
32867,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32867,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32867,Mineral,,Malachit,,
41662,,,Magnetit,Magnetit,Südafrika,Limpopo
,41662,Rock,,Gabbro,,
,41662,Mineral,,Magnetit,,
29297,,Rock,"Glimmerit, Amphibol-reich (Mantelgestein)",,Südafrika,Northern Cape / Noord-Kaap / Mntla-Koloni / Nyakatho-Kapa
,29297,Mineral,,Serpentin,,
,29297,Mineral,,Klinopyroxen,,
,29297,Mineral,,Kalium-Richterit Ilmenit,,
,29297,Mineral,,Richterit,,
,29297,Mineral,,Zirkon,,
,29297,Mineral,,Forsterit,,
,29297,Mineral,,undefiniert,,
,29297,Rock,,"Glimmerit, Amphibol-reich (Mantelgestein)",,
,29297,Mineral,,Phlogopit,,
6958,,,Galenit,Galenit,Schweiz,Wallis
,6958,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,6958,Mineral,,Galenit,,
,6958,Mineral,,Fahlerz,,
41116,,,Markasit,Markasit,Vereinigte Staaten von Amerika (USA),Missouri
,41116,Rock,,Impaktbrekzie,,
,41116,Mineral,,Markasit,,
41530,,,Pyrit,Pyrit,Neuseeland,
,41530,Ore,,Cu-Zn-Pyrit-Erz - SEDEX,,
,41530,Mineral,,Sphalerit,,
,41530,Mineral,,Pyrit,,
,41530,Mineral,,Chalkopyrit,,
41704,,,Chromit,Chromit,Südafrika,Limpopo
,41704,Mineral,,Chromit,,
,41704,Rock,,Pyroxenit s.l. (plutonisch),,
41462,,Ore,Cu-Sulfid-Erz - Redbed-Typ,Cu-Sulfid-Erz - Redbed-Typ,Bolivien,La Paz
,41462,Ore,,Cu-Sulfid-Erz - Redbed-Typ,,
,41462,Mineral,,Malachit,,
,41462,Mineral,,Azurit,,
,41462,Mineral,,Chalkosin,,
0,,,Gold,Gold,Schweiz,Tessin
,0,Ore,,Cu-Sulfid-Erz - Besshi-Typ,,
,0,Mineral,,Galenit,,
,0,Rock,,Kalkstein - kieselig,,
,0,Mineral,,Hämatit,,
,0,Mineral,,Amethyst,,
,0,Mineral,,Quarz,,
,0,Mineral,,Glaukosphaerit,,
,0,Mineral,,Quarz,,
39544,,,Quarz,Quarz,Schweiz,Aargau
,39544,Mineral,,Quarz,,
,39544,Mineral,,Chalcedon/Chert,,
,39544,Rock,,Kalkstein,,
42257,,,Turmalin,Turmalin,Schweden,Stockholms län
,42257,Ore,,Lithium-Pegmatit,,
,42257,Mineral,,allgemein,,
,42257,Mineral,,Turmalin,,
,42257,Rock,,Granitpegmatit,,
40815,,,Galenit,Galenit,Spanien,Andalucía (Andalucia)
,40815,Mineral,,Galenit,,
,40815,Ore,,Pb-Sulfid-Erz - Gang-Typ,,
48141,,Rock,Eklogit,,Schweiz,Tessin
,48141,Rock,,Eklogit,,
,48141,Mineral,,Klinopyroxen,,
,48141,Mineral,,undefiniert,,
,48141,Mineral,,Granat,,
,48141,Mineral,,Ilmenit,,
,48141,Mineral,,Hornblende,,
34131,,,Pyrit,Pyrit,Schweiz,Uri
,34131,Mineral,,Pyrit,,
,34131,Mineral,,Sphalerit,,
,34131,Ore,,noch nicht angegeben,,
33140,,,Bitumen,Bitumen,Schweiz,Bern
,33140,Mineral,,Bitumen,,
,33140,Mineral,,Quarz,,
,33140,Rock,,Siltstein,,
32823,,Rock,Granitpegmatit,,Deutschland,Baden-Württemberg
,32823,Mineral,,Quarz,,
,32823,Mineral,,Feldspat,,
,32823,Rock,,Granitpegmatit,,
33342,,,Chlorit,Chlorit,Schweiz,Tessin
,33342,Mineral,,Chlorit,,
,33342,Rock,,Granitpegmatit,,
29722,,Rock,Eklogit,,"China, Volksrepublik",Anhui
,29722,Rock,,Eklogit,,
,29722,Mineral,,Omphacit,,
,29722,Mineral,,Grossular,,
42313,,Rock,Grünschiefer,,Schweiz,Graubünden
,42313,Mineral,,Epidot,,
,42313,Mineral,,Chlorit,,
,42313,Rock,,Grünschiefer,,
,42313,Mineral,,Pumpellyit,,
,42313,Mineral,,Quarz,,
,42313,Mineral,,Albit,,
36244,,,Laumontit,Laumontit,Schweiz,Uri
,36244,Mineral,,Laumontit,,
,36244,Rock,,Granit,,
38778,,Ore,Cu-Sulfid-Erz - Kupferschiefer-Typ,,Deutschland,Thüringen
,38778,Rock,,Sandstein,,
,38778,Ore,,Cu-Sulfid-Erz - Kupferschiefer-Typ,,
34610,,Rock,Granit,,Schweiz,Uri
,34610,Mineral,,Feldspat,,
,34610,Mineral,,Laumontit,,
,34610,Rock,,Granit,,
,34610,Mineral,,Quarz,,
33300,,,Calcit,Calcit,Schweiz,Bern
,33300,Rock,,Kalkstein,,
,33300,Mineral,,Calcit,,
31487,,Rock,Granit,,Schweiz,Uri
,31487,Mineral,,Rauchquarz Albit,,
,31487,Mineral,,Quarz,,
,31487,Mineral,,Chlorit,,
,31487,Mineral,,Hämatit,,
,31487,Rock,,Granit,,
40355,,,Chalkopyrit,Chalkopyrit,Vereinigte Staaten von Amerika (USA),Missouri
,40355,Mineral,,Galenit,,
,40355,Ore,,Cu-Sulfid-Erz - MVT,,
,40355,Mineral,,Chalkopyrit,,
37669,,Rock,Gneis s.l.,,Schweiz,Tessin
,37669,Mineral,,Pyrrhotin,,
,37669,Rock,,Gneis s.l.,,
40882,,,Sphalerit,Sphalerit,Deutschland,Nordrhein-Westfalen
,40882,Mineral,,Sphalerit,,
,40882,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
,40882,Mineral,,Quarz,,
32128,,Ore,Fe-Oolith - Allgemein,,Schweiz,Bern
,32128,Mineral,,Chamosit,,
,32128,Ore,,Fe-Oolith - Allgemein,,
,32128,Mineral,,Hämatit,,
32000,,Ore,"Fe-Erz, pisolithisch",,Schweiz,Jura
,32000,Mineral,,Limonit,,
,32000,Mineral,,undef. Eisenhydroxid,,
,32000,Ore,,"Fe-Erz, pisolithisch",,
35336,,Rock,Impaktbrekzie - Suevit,,Schweden,Gävleborgs län (Gavleborgs)
,35336,Mineral,,Heulandit,,
,35336,Rock,,Impaktbrekzie - Suevit,,
41083,,Ore,"Baryt, massiv - Flysch-Typ","Baryt, massiv - Flysch-Typ",Vereinigte Staaten von Amerika (USA),Arkansas
,41083,Ore,,"Baryt, massiv - Flysch-Typ",,
,41083,Mineral,,Baryt,,
43092,,,Mineral nicht bestimmt,Mineral nicht bestimmt,"China, Volksrepublik",
,43092,Mineral,,Mineral nicht bestimmt,,
,43092,Ore,,noch nicht angegeben,,
,43092,Mineral,,(s. Objektbem.),,
35113,,,Hämatit,Hämatit,Schweiz,Bern
,35113,Mineral,,Hämatit,,
,35113,Ore,,Fe-Oolith hämatitisch,,
,35113,Mineral,,Calcit,,
42337,,Rock,Metabasalt,,Schweiz,Graubünden
,42337,Mineral,,Hämatit,,
,42337,Rock,,Metabasalt,,
,42337,Mineral,,Muskovit,,
,42337,Mineral,,Chlorit,,
,42337,Mineral,,Albit,,
40504,,,Riebeckit,Riebeckit,Südafrika,Northern Cape / Noord-Kaap / Mntla-Koloni / Nyakatho-Kapa
,40504,Mineral,,Riebeckit,,
,40504,Ore,,Asbest krokydolithisch - Superior-BIF,,
,40504,Mineral,,Quarz,,
39221,,,Roscoelith,Roscoelith,Vereinigte Staaten von Amerika (USA),Oklahoma
,39221,Ore,,Reduktionshof,,
,39221,Mineral,,Roscoelith,,
53622,,,Aragonit,Aragonit,Schweiz,Graubünden
,53622,Mineral,,Aragonit,,
,53622,Rock,,Serpentinit,,
34584,,,Hämatit,Hämatit,Schweiz,Uri
,34584,Mineral,,Adular Calcit,,
